Company,Valuation ($B),Date Joined,Year Joined,Month Joined,Day Joined,Industry,City,Country,Continent,Years to Unicorn,Year Founded,Funding ($B),Investor 1,Investor 2,Investor 3,Investor 4,Investors
Devo,2,10/26/21,2021,10,26,Data management & analytics,Cambridge,United States,North America,10,2011,0.381,Insight Partners, Kibo Ventures, Bessemer Venture Partners,,"Insight Partners, Kibo Ventures, Bessemer Venture Partners"
ElasticRun,2,2/7/22,2022,02,07,"Supply chain, logistics, & delivery",Pune,India,Asia,6,2016,0.435,Kalaari Capital, Norwest Venture Partners, Prosus Ventures,,"Kalaari Capital, Norwest Venture Partners, Prosus Ventures"
Gett,2,5/24/16,2016,05,24,Auto & transportation,London,United Kingdom,Europe,6,2010,0.828,Volkswagen, Access Industries, Vostok New Ventures,,"Volkswagen, Access Industries, Vostok New Ventures"
ID.me,2,3/19/21,2021,03,19,Cybersecurity,McLean,United States,North America,11,2010,0.142,Moonshots Capital, BoxGroup, Blu Venture Investors,,"Moonshots Capital, BoxGroup, Blu Venture Investors"
impact.com,2,7/13/21,2021,07,13,Internet software & services,Santa Barbara,United States,North America,13,2008,0.261,Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners,,"Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners"
Ledger,2,6/10/21,2021,06,10,Hardware,Paris,France,Europe,7,2014,0.466,Digital Currency Group, Draper Esprit, Korelya Capital,,"Digital Currency Group, Draper Esprit, Korelya Capital"
Lusha,2,11/10/21,2021,11,10,Internet software & services,New York,United States,North America,5,2016,0.245,PSG, ION Crossover Partners,,,"PSG, ION Crossover Partners"
Matillion,2,9/15/21,2021,09,15,Data management & analytics,Altrincham,United Kingdom,Europe,10,2011,0.31,Scale Venture Partners, Sapphire Ventures, Battery Ventures,,"Scale Venture Partners, Sapphire Ventures, Battery Ventures"
MOLOCO,2,4/29/21,2021,04,29,Artificial intelligence,Redwood City,United States,North America,8,2013,0.192,Smilegate Investment, DSC Investments, KTB Ventures,,"Smilegate Investment, DSC Investments, KTB Ventures"
Mu Sigma,2,2/7/13,2013,02,07,Data management & analytics,Northbrook,United States,North America,9,2004,0.211,Sequoia Capital, General Atlantic,,,"Sequoia Capital, General Atlantic"
Next Silicon,2,6/14/21,2021,06,14,Hardware,Tel Aviv,Israel,Asia,3,2018,0.203,Amiti Ventures, Playground Global, Aleph,,"Amiti Ventures, Playground Global, Aleph"
NotCo,2,7/26/21,2021,07,26,Artificial Intelligence,Santiago,Chile,South America,6,2015,0.37,Kaszek Ventures, SOSV, Tiger Global Management,,"Kaszek Ventures, SOSV, Tiger Global Management"
Olist,2,12/15/21,2021,12,15,E-commerce & direct-to-consumer,Curitiba,Brazil,South America,6,2015,0.32,Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund,,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund"
Pacaso,2,3/24/21,2021,03,24,Fintech,Cincinnati,United States,North America,1,2020,0.217,Global Founders Capital, Shea Ventures, Greycroft,,"Global Founders Capital, Shea Ventures, Greycroft"
Paradox,2,12/27/21,2021,12,27,Internet software & services,Scottsdale,United States,North America,5,2016,0.253,Brighton Park Capital, Blue Cloud Ventures, Workday Ventures,,"Brighton Park Capital, Blue Cloud Ventures, Workday Ventures"
Persona,2,9/15/21,2021,09,15,Cybersecurity,San Francisco,United States,North America,3,2018,0.218,Coatue Management, Index Ventures, Founders Fund,,"Coatue Management, Index Ventures, Founders Fund"
SmartRecruiters,2,7/20/21,2021,07,20,Internet software & services,San Francisco,United States,North America,11,2010,0.225,Mayfield Fund, Insight Partners, Rembrandt Venture Partners,,"Mayfield Fund, Insight Partners, Rembrandt Venture Partners"
Snapdocs,2,5/25/21,2021,05,25,Fintech,San Francisco,United States,North America,9,2012,0.253,Sequoia Capital, Y Combinator, F-Prime Capital,,"Sequoia Capital, Y Combinator, F-Prime Capital"
Solugen,2,9/10/21,2021,09,10,Other,Houston,United States,North America,5,2016,0.435,Fifty Years Fund, Refactor Capital, Temasek,,"Fifty Years Fund, Refactor Capital, Temasek"
StoreDot,2,1/4/22,2022,01,04,Other,Herzliya,Israel,Asia,10,2012,0.19,Samsung Ventures, SingulariTeam, BP Ventures,,"Samsung Ventures, SingulariTeam, BP Ventures"
Strava,2,11/16/20,2020,11,16,Internet software & services,San Francisco,United States,North America,11,2009,0.152,Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital,,"Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital"
Temporal,2,2/16/22,2022,02,16,Internet software & services,Bellevue,United States,North America,3,2019,0.129,Amplify Partners, Addition, Madrona Venture Group,,"Amplify Partners, Addition, Madrona Venture Group"
TuJia,2,6/17/15,2015,06,17,Travel,Beijing,China,Asia,4,2011,0.755,GGV Capital, QiMing Venture Partnersl,,,"GGV Capital, QiMing Venture Partnersl"
Uplight,2,3/3/21,2021,03,03,Other,Boulder,United States,North America,2,2019,0.557,Rubicon Technology Partners, Max Ventures, Inclusive Capital Partners,,"Rubicon Technology Partners, Max Ventures, Inclusive Capital Partners"
Veho,2,12/21/21,2021,12,21,"Supply chain, logistics, & delivery",Boulder,United States,North America,5,2016,0.299,General Catalyst, Origin Ventures, Fontinalis Partners,,"General Catalyst, Origin Ventures, Fontinalis Partners"
Veriff,2,1/26/22,2022,01,26,Artificial intelligence,Tallinn,Estonia,Europe,7,2015,0.177,Accel, Institutional Venture Partners, Tiger Global Management,,"Accel, Institutional Venture Partners, Tiger Global Management"
Whatnot,2,9/16/21,2021,09,16,E-commerce & direct-to-consumer,Marina del Rey,United States,North America,2,2019,0.225,Y Combinator, Andreessen Horowitz, Wonder Ventures,,"Y Combinator, Andreessen Horowitz, Wonder Ventures"
Zenoti,2,12/15/20,2020,12,15,Internet software & services,Bellevue,United States,North America,10,2010,0.331,Norwest Venture Partners, Accel, Tiger Global Management,,"Norwest Venture Partners, Accel, Tiger Global Management"
Zeta,2,5/24/21,2021,05,24,Fintech,San Francisco,United States,North America,6,2015,0.34,Sodexo Ventures, SoftBank Group,,,"Sodexo Ventures, SoftBank Group"
Loom,2,5/20/21,2021,05,20,Internet software & services,San Francisco,United States,North America,5,2016,0.204,Kleiner Perkins Caufield & Byers, Sequoia Capital, General Catalyst,,"Kleiner Perkins Caufield & Byers, Sequoia Capital, General Catalyst"
Mobile Premier League,2,9/15/21,2021,09,15,Internet software & services,Bengaluru,India,Asia,3,2018,0.376,Sequoia Capital India, RTP Global, Go-Ventures,,"Sequoia Capital India, RTP Global, Go-Ventures"
Uala,2,8/13/21,2021,08,13,Fintech,Buenos Aires,Argentina,South America,4,2017,0.544,Soros Fund Management, Ribbit Capital, Monashees+,,"Soros Fund Management, Ribbit Capital, Monashees+"
Wenheyou,2,4/17/21,2021,04,17,Other,Hunan,China,Asia,8,2013,0.09,Sequoia Capital China, Warburg Pincus, IDG Capital,,"Sequoia Capital China, Warburg Pincus, IDG Capital"
Star Charge,2,5/19/21,2021,05,19,Auto & transportation,Changzhou,China,Asia,7,2014,0.125,Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund,,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund"
ABL Space Systems,2,3/25/21,2021,03,25,Other,El Segundo,United States,North America,4,2017,0.419,T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment,,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment"
Afiniti,2,4/14/17,2017,04,14,Artificial intelligence,Hamilton,Bermuda,North America,11,2006,0.12,GAM Holding,,,,GAM Holding
ASAPP,2,5/19/21,2021,05,19,Artificial intelligence,New York,United States,North America,7,2014,0.38,March Capital Partners, HOF Capital, Emergence Capital Partners,,"March Capital Partners, HOF Capital, Emergence Capital Partners"
BitSight Technologies,2,9/13/21,2021,09,13,Cybersecurity,Boston,United States,North America,8,2013,0.401,Menlo Ventures, GGV Capital, Flybridge Capital Partners,,"Menlo Ventures, GGV Capital, Flybridge Capital Partners"
Cao Cao Mobility,2,1/17/18,2018,01,17,Auto & transportation,Hangzhou,China,Asia,3,2015,0.744,People Electrical Appliance Group China, Zhongrong International Trust,,,"People Electrical Appliance Group China, Zhongrong International Trust"
Capitolis,2,3/22/22,2022,03,22,Fintech,New York,United States,North America,5,2017,0.282,Sequoia Capital, Index Ventures, S Capital,,"Sequoia Capital, Index Ventures, S Capital"
Carbon,2,8/20/15,2015,08,20,Hardware,Redwood City,United States,North America,2,2013,0.682,Google Ventures, Sequoia Capital, Wakefield Group,,"Google Ventures, Sequoia Capital, Wakefield Group"
Clio,2,4/27/21,2021,04,27,Internet software & services,Burnaby,Canada,North America,13,2008,0.386,OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures,,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures"
Cresta,2,3/17/22,2022,03,17,Artificial Intelligence,San Francisco,United States,North America,5,2017,0.151,Andreessen Horowitz, Greylock Partners, Sequoia Capital,,"Andreessen Horowitz, Greylock Partners, Sequoia Capital"
Exabeam,2,6/1/21,2021,06,01,Cybersecurity,Foster City,United States,North America,8,2013,0.39,Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners,,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners"
ezCater,2,4/2/19,2019,04,02,"Supply chain, logistics, & delivery",Boston,United States,North America,12,2007,0.421,Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group,,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group"
HomeLight,2,9/2/21,2021,09,02,Fintech,San Francisco,United States,North America,9,2012,0.219,Zeev Ventures, Menlo Ventures,Crosslink Capital,,"Zeev Ventures, Menlo Ventures,Crosslink Capital"
HoneyBook,2,5/4/21,2021,05,04,Internet software & services,San Francisco,United States,North America,8,2013,0.498,Norwest Venture Partners, Hillsven Capital, Aleph,,"Norwest Venture Partners, Hillsven Capital, Aleph"
Infinidat,2,4/29/15,2015,04,29,Hardware,Waltham,United States,North America,4,2011,0.325,TPG Growth, Goldman Sachs,,,"TPG Growth, Goldman Sachs"
Mercury,2,7/3/21,2021,07,03,Fintech,San Francisco,United States,North America,2,2019,0.152,Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures,,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures"
Paxos,2,4/29/21,2021,04,29,Fintech,New York,United States,North America,9,2012,0.538,Liberty City Ventures, RRE Ventures, Mithril Capital Management,,"Liberty City Ventures, RRE Ventures, Mithril Capital Management"
SafetyCulture,2,5/3/21,2021,05,03,Internet software & services,Sydney,Australia,Oceania,17,2004,0.222,Blackbird Ventures, IndexVentures, Tiger Global Management,,"Blackbird Ventures, IndexVentures, Tiger Global Management"
SmartHR,2,6/8/21,2021,06,08,Fintech,Tokyo,Japan,Asia,8,2013,0.19,BEENEXT, World Innovation Lab, Light Street Capital,,"BEENEXT, World Innovation Lab, Light Street Capital"
Tonal,2,3/31/21,2021,03,31,E-commerce & direct-to-consumer,San Francisco,United States,North America,6,2015,0.45,Mayfield Fund, Shasta Ventures, L Catterton,,"Mayfield Fund, Shasta Ventures, L Catterton"
Truepill,2,10/27/21,2021,10,27,Health,Hayward,United States,North America,5,2016,0.255,Initialized Capital, Sound Ventures, TI Platform Management,,"Initialized Capital, Sound Ventures, TI Platform Management"
Unite Us,2,3/16/21,2021,03,16,Health,New York,United States,North America,7,2014,0.195,Insight Partners, Sequoia Capital, Index Ventures,,"Insight Partners, Sequoia Capital, Index Ventures"
Verkada,2,1/29/20,2020,01,29,Cybersecurity,San Mateo,United States,North America,4,2016,0.139,next47, First Round Capital, Sequoia Capital,,"next47, First Round Capital, Sequoia Capital"
Wayflyer,2,2/1/22,2022,02,01,Fintech,Dublin,Ireland,Europe,3,2019,0.236,QED Investors, DST Global, Left Lane Capital,,"QED Investors, DST Global, Left Lane Capital"
Zhubajie,2,6/16/15,2015,06,16,Internet software & services,Chongqing,China,Asia,9,2006,0.445,Cybernaut Growth Fund, IDG Capital,,,"Cybernaut Growth Fund, IDG Capital"
Transcarent,2,1/11/22,2022,01,11,Health,San Francisco,United States,North America,2,2020,0.298,Alta Partners, General Catalyst, Jove Equity Partners,,"Alta Partners, General Catalyst, Jove Equity Partners"
Trader Interactive,2,5/12/21,2021,05,12,Other,Norfolk,United States,North America,4,2017,0.624,Carsales,,,,Carsales
Glossier,2,3/19/19,2019,03,19,Consumer & retail,New York,United States,North America,5,2014,0.266,Forerunner Ventures, Institutional Venture Partners, Thrive Capital,,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital"
Hibob,2,10/12/21,2021,10,12,Internet software & services,Tel Aviv,Israel,Asia,6,2015,0.274,Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures,,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures"
Jobandtalent,2,12/1/21,2021,12,01,Internet software & services,Madrid,Spain,Europe,12,2009,0.902,Kibo Ventures, SoftBank Group, Atomico,,"Kibo Ventures, SoftBank Group, Atomico"
Optimism,2,3/17/22,2022,03,17,Internet software & services,San Francisco,United States,North America,3,2019,0.179,Paradigm, Huobi Ventures, Andreessen Horowitz,,"Paradigm, Huobi Ventures, Andreessen Horowitz"
solarisBank,2,7/13/21,2021,07,13,Fintech,Berlin,Germany,Europe,5,2016,0.403,Yabeo Capital, SBI Investment, Vulcan Capital,,"Yabeo Capital, SBI Investment, Vulcan Capital"
WEMAKEPRICE,2,9/9/15,2015,09,09,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,6,2009,0.397,IMM Investment, NXC,,,"IMM Investment, NXC"
Alan,2,4/19/21,2021,04,19,Fintech,Paris,France,Europe,5,2016,0.364,Index Ventures, Temasek, Portag3 Ventures,,"Index Ventures, Temasek, Portag3 Ventures"
Biren Technology,2,8/18/20,2020,08,18,Hardware,Shanghai,China,Asia,1,2019,0.285,V FUND, IDG Capital, Green Pine Capital Partners,,"V FUND, IDG Capital, Green Pine Capital Partners"
Voodoo,2,8/17/20,2020,08,17,Other,Paris,France,Europe,7,2013,0.517,Tencent Holdings, Goldman Sachs,,,"Tencent Holdings, Goldman Sachs"
Carsome,2,7/12/21,2021,07,12,E-commerce & direct-to-consumer,Selangor,Malaysia,Asia,6,2015,0.577,Gobi Partners, 500 Startups, Ondine Capital,,"Gobi Partners, 500 Startups, Ondine Capital"
CircleCI,2,5/11/21,2021,05,11,Internet software & services,San Francisco,United States,North America,10,2011,0.315,Threshold Ventures, Baseline Ventures, Harrison Metal,,"Threshold Ventures, Baseline Ventures, Harrison Metal"
DealShare,2,1/27/22,2022,01,27,E-commerce & direct-to-consumer,Bengaluru,India,Asia,4,2018,0.612,Alpha Wave Global, Matrix Partners India, Tiger Global Management,,"Alpha Wave Global, Matrix Partners India, Tiger Global Management"
DispatchHealth,2,3/3/21,2021,03,03,Health,Denver,United States,North America,8,2013,0.403,Alta Partners, Questa Capital, Echo Health Venturesl,,"Alta Partners, Questa Capital, Echo Health Venturesl"
Dragos,2,10/28/21,2021,10,28,Cybersecurity,Hanover,United States,North America,5,2016,0.358,DataTribe, Energy Impact Partners, AllegisCyber Capital,,"DataTribe, Energy Impact Partners, AllegisCyber Capital"
Gousto,2,11/3/20,2020,11,03,"Supply chain, logistics, & delivery",London,United Kingdom,Europe,8,2012,0.311,MMC Ventures, BGF Ventures, Unilever Ventures,,"MMC Ventures, BGF Ventures, Unilever Ventures"
H2O.ai,2,11/7/21,2021,11,07,Artificial intelligence,Mountain View,United States,North America,10,2011,0.251,Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners,,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners"
Harness,2,1/14/21,2021,01,14,Artificial intelligence,San Francisco,United States,North America,5,2016,0.195,Menlo Ventures, Alkeon Capital Management, Citi Ventures,,"Menlo Ventures, Alkeon Capital Management, Citi Ventures"
Harry's,2,2/16/18,2018,02,16,Consumer & retail,New York,United States,North America,5,2013,0.792,Thrive Capital, Tiger Global Management, Temasek,,"Thrive Capital, Tiger Global Management, Temasek"
PAX,2,10/22/18,2018,10,22,Consumer & retail,San Francisco,United States,North America,11,2007,0.542,Tao Capital Partners, Global Asset Capital, Tiger Global Management,,"Tao Capital Partners, Global Asset Capital, Tiger Global Management"
Productboard,2,2/2/22,2022,02,02,Internet software & services,San Francisco,United States,North America,8,2014,0.261,Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners,,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners"
Reltio,2,11/4/21,2021,11,04,Data management & analytics,Redwood City,United States,North America,10,2011,0.237,Crosslink Capital, .406 Ventures, Sapphire Ventures,,"Crosslink Capital, .406 Ventures, Sapphire Ventures"
Spotter,2,2/16/22,2022,02,16,Fintech,Los Angeles,United States,North America,3,2019,0.231,SoftBank Group, Access Industries, Crossbeam Venture Partners,,"SoftBank Group, Access Industries, Crossbeam Venture Partners"
Vestiaire Collective,2,3/1/21,2021,03,01,E-commerce & direct-to-consumer,Paris,France,Europe,12,2009,0.663,Eurazeo, IDInvest Partners, Balderton Capital,,"Eurazeo, IDInvest Partners, Balderton Capital"
Wave,2,9/7/21,2021,09,07,Fintech,Dakar,Senegal,Africa,3,2018,0.2,Stripe, Founders Fund, Partech Partners,,"Stripe, Founders Fund, Partech Partners"
ZenBusiness,2,11/9/21,2021,11,09,Fintech,Austin,United States,North America,6,2015,0.275,Greycroft, Lerer Hippeau, Geekdom Fund,,"Greycroft, Lerer Hippeau, Geekdom Fund"
Bowery Farming,2,5/25/21,2021,05,25,Other,New York,United States,North America,6,2015,0.497,Temasek, Google Ventures, General Catalyst,,"Temasek, Google Ventures, General Catalyst"
